BELGIUM	BULGARIA	CZECH	DENMARK	GERMANY	ESTONIA	IRELAND	GREECE	SPAIN	FRANCE	CROATIA	ITALY	CYPRUS	LATVIA	LITHUANIA	LUXEMBOURG	HUNGARY	MALTA	NETHERLANDS	AUSTRIA	PORTUGAL	ROMANIA	SLOVENIA	FINLAND	SWEDEN	UK	SLOVAKIA	POLAND
-0.000243475	-0.003317021	-0.008891018	-0.005244234	0.002409519	-0.009839722	-0.011866771	-0.003084764	-0.001131048	-0.000307034	-0.000392558	-0.000753139	0.000519742	-0.017098694	-0.0108889	-0.00269672	-0.006581112	-0.013786357	-0.000647201	-0.001320897	-0.000628894	-0.012568049	-0.002095755	-0.004366608	-0.004907389	-0.00539629	-0.003825785	-0.001484521
-0.001358684	-0.005842455	-0.011423872	-0.0084702	0.000212939	-0.011700717	-0.016390805	-0.004682917	-0.002891991	-0.002405718	-0.003313381	-0.000842037	-0.000934719	-0.012794838	-0.01420538	-0.008053638	-0.00757903	-0.015553618	-0.003245385	-0.002539427	-0.005201259	-0.013037664	-0.00072992	-0.004438891	-0.006769889	-0.004609176	-0.006001161	-0.004632326
-0.005543109	-0.006712196	-0.012540512	-0.008736643	-0.006318376	-0.011744209	-0.025430787	-0.00374379	-0.003566647	-0.004021719	-0.000399847	-0.003856852	-0.003707554	-0.015907722	-0.003128106	-0.01348138	-0.010004029	-0.012035287	-0.004824786	-0.005447657	-0.00670798	-0.01494051	-0.006469816	-0.011063694	-0.005360365	-0.005106648	-0.005486709	-0.002691703
-0.007574066	-0.009458954	-0.014617687	-0.014127216	-0.007432348	-0.012919504	-0.029236832	-0.003070558	-0.005471571	-0.007182101	-0.003282767	-0.006875762	-0.007086497	-0.017880731	-0.005577293	-0.009698405	-0.009837231	-0.010720646	-0.008633918	-0.00690858	-0.0119034	-0.014591743	-0.01123104	-0.007860149	-0.010782247	-0.004257671	-0.006201971	-0.001865791
-0.008365289	-0.011412704	-0.015755016	-0.014475716	-0.00645108	-0.012241669	-0.027722269	-0.00384935	-0.007228507	-0.006495897	-0.003900464	-0.007948114	-0.00748391	-0.017952475	-0.002639285	-0.009983848	-0.009762657	-0.009570339	-0.011103174	-0.00707301	-0.010292924	-0.014328389	-0.012131951	-0.00649472	-0.00843712	-0.002888709	-0.009947822	-0.002696839
-0.007587825	-0.009574084	-0.01640675	-0.008939104	-0.006015817	-0.016003735	-0.019291871	-0.002386343	-0.007380618	-0.005113157	-0.006427125	-0.005968204	-0.008028786	-0.02214449	-0.003592059	-0.005521055	-0.009079489	-0.009034564	-0.011161806	-0.007807687	-0.009709139	-0.016958295	-0.013808539	-0.008520149	-0.009183344	-0.00233036	-0.010232454	-0.000164474
-0.003302003	-0.011333667	-0.017300829	-0.00822993	-0.007254192	-0.011367552	-0.020048064	-0.001730597	-0.009179896	-0.003339457	-0.0082995	-0.005352278	-0.006978174	-0.02344669	-0.006686428	-0.008359133	-0.007049169	-0.011654307	-0.009233242	-0.005664804	-0.007203179	-0.012986251	-0.015660819	-0.007936029	-0.005866823	-0.002754213	-0.011480028	-0.001084208
-0.001467152	-0.009711348	-0.018548887	-0.007354537	-0.006873322	-0.021926271	-0.018492194	-0.004422685	-0.010074652	-0.002645384	-0.007021522	-0.005223613	-0.007809872	-0.021401284	-0.007252613	-0.009737913	-0.006205917	-0.014270182	-0.009940777	-0.005849515	-0.005917967	-0.009406229	-0.015632519	-0.006885819	-0.005899486	-0.003450159	-0.013887922	-0.005324914
-5.83E-05	-0.00735462	-0.01646278	-0.007588653	-0.008759231	-0.016851958	-0.01892373	-0.006285846	-0.009777115	-0.002865195	-0.009194946	-0.005978102	-0.008095981	-0.025043689	-0.01233848	-0.008830734	-0.004684852	-0.011599675	-0.010952056	-0.005681773	-0.007687762	-0.001225667	-0.014775053	-0.006104438	-0.005208885	-0.004827675	-0.011753773	-0.007100092
-0.001009907	-0.008002852	-0.013475196	-0.004847682	-0.009416236	-0.018174521	-0.015585962	-0.011025547	-0.010955732	-0.001810703	-0.009766183	-0.006317739	-0.00758366	-0.021336626	-0.008264662	-0.007584356	-0.005838008	-0.004596894	-0.012059701	-0.007821845	-0.009593686	-0.002204363	-0.017761944	-0.001743806	-0.004573006	-0.005482298	-0.011397007	-0.008935333
-0.001587941	-0.005220651	-0.011099674	-0.006894442	-0.01131902	-0.012199445	-0.012476399	-0.015943187	-0.010200211	-0.00243878	-0.012177601	-0.008325237	-0.00885262	-0.017458324	-0.006704453	-0.010840188	-0.003319175	-0.003646225	-0.012477134	-0.007421315	-0.007322357	-0.011102083	-0.01681557	-0.003413819	-0.006838948	-0.0038971	-0.011820667	-0.011313904
-0.001670469	-0.005455481	-0.009108649	-0.000597422	-0.00948429	-0.006104218	-0.008021159	-0.018348006	-0.009171392	-0.003362432	-0.006903834	-0.004920775	-0.012569995	-0.015287451	-0.007014565	-0.00943616	0.000761817	0.001871901	-0.011276941	-0.00477231	-0.006390784	-0.011509469	-0.014395109	-0.006903613	-0.004896328	-0.001098543	-0.009876695	-0.009559927
-0.002188979	-0.005966397	-0.007080709	-0.000761223	-0.007015066	0.000943292	-0.005512142	-0.017306216	-0.008196666	-0.002837858	-0.005613635	-0.002692674	-0.010809666	-0.001761648	-0.001135287	-0.00549062	0.001758103	0.004225155	-0.007276257	-0.005306344	-0.009850088	-0.010724154	-0.014743707	-0.00599873	-0.003321085	0.001686185	-0.00900562	-0.007038882
-0.000866808	-0.004674973	-0.004589787	-0.000158363	-0.006398231	0.005737622	0.000755137	-0.015379221	-0.006542011	-0.001357734	-0.00423559	-0.001996244	-0.009059149	0.006473653	0.002698848	-0.004878761	0.004715193	0.005825075	-0.006421783	-0.003363186	-0.009576682	-0.00614367	-0.011285379	-0.006305562	-0.002811635	0.006380041	-0.008497367	-0.005211584
-0.000226578	-0.003915616	0.000769335	0.004504607	-0.00340472	0.014039717	0.004582637	-0.009146992	-0.004459428	0.000742995	-0.00320051	-0.00083242	-0.008236681	0.004217753	-0.001038231	-0.000188173	0.006342791	0.005137757	-0.00474297	-0.00054356	-0.006612575	-5.82E-05	-0.010758193	0.000264099	0.003326014	0.00603531	-0.005042921	-0.001968968
-0.000826771	-0.001771844	0.005086728	0.015216193	0.002457104	0.018915319	0.00831824	-0.006622941	-0.002269426	0.003514268	-0.002211294	0.001474942	-0.007160733	0.016493063	0.003833168	-0.000812365	0.010348167	0.006934947	1.56E-05	0.00131787	-0.002975068	0.00234794	-0.005032883	0.000644781	0.006169204	0.005566681	-0.001434807	-0.000977683
0.000865056	0.00247273	0.006756342	0.012511858	0.005736526	0.028179519	0.014956747	-0.00385936	-4.83E-05	0.002283295	0.002852139	0.002909583	-0.007574545	0.025631496	0.006712737	0.002124707	0.01171155	0.009239777	0.000673324	0.003191321	-0.003973931	0.005418793	-0.000445835	0.001897656	0.009845278	0.004697271	0.001434145	-0.005015201
0.003634882	0.005077238	0.009258726	0.01076367	0.010324923	0.034268884	0.019620741	0.001899657	0.002288546	0.004206754	0.004708772	0.0085611	-0.004350914	0.039300893	0.014933317	0.008991382	0.014364027	0.013600628	0.002918199	0.006409778	-0.000922203	0.009803251	0.00648279	0.004603216	0.01047833	0.005192471	0.006945679	0.002039656
0.007374442	0.007579136	0.013165038	0.011323875	0.011052114	0.043411822	0.029995939	0.003914082	0.005217429	0.006396123	0.015858595	0.009429213	-0.002513525	0.044285945	0.023801509	0.020308767	0.009153224	0.018712619	0.006433778	0.008173134	0.003896792	0.011075591	0.011780119	0.01030934	0.012432393	0.008125595	0.010928991	0.004356914
0.007334821	0.011951822	0.014168221	0.009399785	0.013200136	0.04462856	0.029394007	0.010460047	0.007507225	0.008683856	0.016191719	0.009295575	-0.000847402	0.050128793	0.032373259	0.028112203	0.007977554	0.018236414	0.007253583	0.011804553	0.005701686	0.014113981	0.015704624	0.015800697	0.013917964	0.01036826	0.016235851	0.006652549
0.009004841	0.013302911	0.017904063	0.012756537	0.015782585	0.043099982	0.026092274	0.011795047	0.010065122	0.009013993	0.015859493	0.009566756	0.003000035	0.057772392	0.04049746	0.029426873	0.01002866	0.02023228	0.01138799	0.011342733	0.0066768	0.016645771	0.022890627	0.018067593	0.015677714	0.012481097	0.022628698	0.008207544
0.009594234	0.018608638	0.020852861	0.016496757	0.015890273	0.041959063	0.032572723	0.01248393	0.013097283	0.009181521	0.012369719	0.009477047	0.008254246	0.05419904	0.045193196	0.027781118	0.011227366	0.021804437	0.016717145	0.013497151	0.011773989	0.027972573	0.02346459	0.024139916	0.019819433	0.015296995	0.037531879	0.010100755
0.010568408	0.021647351	0.019598922	0.016081588	0.018577841	0.03126182	0.026172158	0.014860654	0.014636344	0.010118458	0.02502839	0.01494052	0.011609853	0.04938239	0.04078116	0.025485897	0.014458678	0.024831947	0.015756284	0.016148862	0.012326348	0.036540137	0.028536968	0.021941382	0.012581986	0.015897103	0.027665948	0.007894754
0.009804671	0.022988089	0.021288758	0.012099927	0.016261187	0.032041294	0.018863146	0.015523566	0.01468095	0.007239016	0.025231821	0.011425936	0.010824665	0.039702929	0.041926723	0.01863053	0.016843601	0.027677586	0.016553063	0.012608749	0.010615394	0.043939797	0.032656344	0.018250021	0.012147141	0.012440277	0.026706381	0.003319307
0.006228321	0.024396544	0.020416373	0.008865488	0.013535017	0.018783872	0.012972178	0.015857692	0.011417062	0.004920621	0.020621814	0.006190095	0.01255297	0.022901634	0.03536618	0.009696316	0.01661648	0.027057027	0.014382239	0.008710502	0.010210629	0.045139323	0.030576243	0.01707455	0.009953558	0.004978225	0.026912818	0.000617873
-0.004279478	0.023060498	0.011596153	-0.001056189	0.003879884	-0.013802695	0.002220362	0.012834966	0.00726363	-0.001886502	0.011844972	-0.002800513	0.009423288	0.010595781	0.027259552	-0.006171389	0.002429719	0.01949804	0.009958296	0.000775967	0.005014965	0.036058886	0.013401782	0.007975563	-0.007744042	-0.004985557	0.022440339	0.00106191
-0.010555456	0.000842207	-0.005441934	-0.007741769	-0.017254126	-0.035339338	-0.001713573	0.006255919	0.000701354	-0.009779341	-0.005589601	-0.013867329	0.003596091	-0.003743742	-0.032813339	-0.013332494	-0.014981465	0.009974357	-0.004648063	-0.006965928	-0.00434262	0.001719006	-0.006699938	-0.02028754	-0.019950894	-0.01235694	-0.012231256	-0.001186761
-0.012220897	-0.002108311	-0.010021142	-0.015717898	-0.018167098	-0.045676321	-0.003465048	0.012120522	-0.002906686	-0.011093245	-0.007364037	-0.016204131	0.001019621	-0.030338122	-0.039711341	-0.019383877	-0.014966157	0.006812893	-0.006178743	-0.012497344	-0.002956551	0.000975137	-0.011867628	-0.023994435	-0.020847893	-0.013690568	-0.01477445	-0.001799708
-0.008543494	-0.001048546	-0.009276784	-0.014902652	-0.016843905	-0.055454263	-0.007249929	0.015320109	-0.003482811	-0.011020867	-0.012337019	-0.012546053	-0.000391231	-0.051646198	-0.038505637	-0.016701468	-0.014396307	0.006194557	-0.00554485	-0.012606126	0.001939504	0.006804968	-0.010891503	-0.02087222	-0.021637898	-0.013364473	-0.012644001	0.000900953
-0.005969557	-0.015376404	-0.009328734	-0.014376394	-0.014175808	-0.053775477	-0.007628094	0.018200792	-0.002839536	-0.00866844	-0.008696289	-0.009600323	-0.000114819	-0.050250361	-0.045606434	-0.012170435	-0.013399534	0.006634287	-0.003871159	-0.008978562	0.002800983	0.007647368	-0.011173159	-0.021009395	-0.020264438	-0.012561476	-0.009301275	-0.001664177
-0.004936707	-0.012102732	-0.007130832	-0.010933814	-0.012319221	-0.051836878	-0.004172386	0.016461939	-0.000497002	-0.007436868	-0.011026831	-0.006497057	0.005665014	-0.050282215	-0.042153825	-0.007441063	-0.013352755	0.006449428	-0.004616712	-0.012822595	0.007836449	-0.014439609	-0.009802258	-0.018540346	-0.011192045	-0.010604635	-0.007111898	-0.000455056
-0.001555858	-0.00689157	-0.003550367	-0.007846434	-0.004871241	-0.042339062	-0.001180545	0.010327652	0.001421225	-0.005739303	-0.009819123	-0.002811987	0.005918384	-0.051135966	-0.035674224	-0.002407421	-0.009785019	0.00503999	-0.002582188	-0.006507979	0.011188088	-0.014006723	-0.004678379	-0.007112736	-0.002927916	-0.007119683	-0.005986042	0.001480958
-0.000581868	-0.005344984	-0.001992027	-0.001764145	-0.002743269	-0.035307528	0.001074288	0.003324477	0.002832254	-0.003644926	-0.00496031	0.000797332	0.00925028	-0.050123558	-0.035981424	-0.002373719	-0.00645947	0.00528928	-0.001395086	-0.003248872	0.012906702	-0.019482306	-0.002040174	-0.007199802	0.00142048	-0.005559444	-0.004914535	0.002714169
0.000305118	-0.002571337	-0.000523361	-0.002384932	-0.000547361	-0.02407912	0.001524119	0.000170746	0.004074799	-0.001265932	-0.008675783	0.004902154	0.009521238	-0.042029668	-0.025959206	-0.000549716	-0.005356713	0.003762542	0.00356669	-0.002333143	0.012621485	-0.01203905	0.001906619	0.001119181	0.008089147	-0.005754149	-0.004796712	0.004516496
0.002294382	-0.003474091	0.001925163	-0.001581652	0.005605354	-0.014673883	0.005584217	-0.004482751	0.003779455	0.002719807	-0.007420233	0.007559725	0.012469523	-0.034049255	-0.01806992	0.002782063	-0.001616817	-0.000554252	0.005877034	0.003560745	0.010255954	-0.013941297	0.002736459	0.004464391	0.006417802	-0.003789707	-0.004874019	0.006497
0.002696322	-0.000524576	0.002258778	0.001786491	0.004879028	-0.007227431	0.005397281	-0.007386799	0.002967125	0.002369367	-0.000974568	0.00913281	0.014166971	-0.018564782	-0.011617453	-0.000644892	-0.001067305	-0.006491897	0.005014097	0.003299317	0.009153763	-0.014908243	0.005042366	0.004373248	0.006407315	-0.003805312	-0.004275266	0.008222228
0.002833882	-0.001881859	0.00103651	-0.002987149	0.005419016	0.000662593	0.002116908	-0.011527346	0.002447713	0.002687967	-0.000232813	0.00784879	0.010848176	-0.008243198	-0.009596014	-0.001009106	0.000464727	-0.009454648	0.004621505	0.003139909	0.006745742	-0.008273293	0.003880582	0.006237378	0.009198048	-0.002905384	-0.004100139	0.008154459
0.002306602	-0.003741597	0.001173512	-0.000514221	0.00395676	0.004468885	-0.001790618	-0.018317867	0.001065681	0.003163416	-0.00087871	0.005134815	0.014483113	-0.00572927	-0.004854936	-0.00485786	0.004167813	-0.011147504	0.000880664	0.003280997	0.00060998	-0.014448671	0.000893061	0.007193486	0.000412997	-0.002932367	-0.003303013	0.005881641
0.002337208	-0.003547092	-0.00030028	-0.001063323	0.003749235	0.010054867	-0.005429611	-0.020240667	-0.001589989	0.002837573	-0.00706408	0.002467332	0.012646941	-0.002885595	-0.002381682	-0.010422943	-0.005811176	-0.014922698	-0.000426475	0.005723351	-0.000545275	-0.014821551	0.000400096	0.0074135	0.000687261	-0.001096222	-0.004123453	0.002515726
0.000682283	-0.005712852	-0.002978505	-0.001303765	0.002562346	0.013777501	-0.008505395	-0.021582378	-0.004706774	0.001787528	-0.006383321	-0.00043857	0.007698722	0.001889044	-0.002187623	-0.009458328	-0.00714335	-0.01692746	-0.000638488	0.00212394	-0.00587565	-0.008837166	-0.005107777	0.001626678	0.001891727	-0.002641802	-0.005086625	0.000136941
-0.000304629	-0.00700238	-0.006106005	-0.001582225	0.001930666	0.016350603	-0.015505621	-0.021209142	-0.00700951	0.00166573	-0.003966694	-0.001383016	0.003086627	0.008624555	0.007294418	-0.011902985	-0.005977716	-0.018102703	-0.002984625	0.00191613	-0.010072968	-0.016626853	-0.007123774	0.000320947	-0.000245911	0.001119552	-0.00616334	-0.003549893
-0.001662736	-0.008333891	-0.008535032	-0.002775074	-0.001682965	0.017075836	-0.019777351	-0.018962192	-0.010494116	0.000606303	-0.006696862	-0.002882551	-0.003897607	0.012058652	0.008667196	-0.011351851	-0.007644982	-0.01924712	-0.007078676	0.000748701	-0.016758612	-0.015773326	-0.011993879	-0.001581191	-0.004178349	-0.000853253	-0.007600632	-0.005549965
-0.003906613	-0.007430964	-0.01157974	-0.001413216	-0.004323083	0.018941186	-0.026986428	-0.019153832	-0.011366212	-0.000301707	-0.003518508	-0.006529403	-0.010698183	0.015999103	0.00839006	-0.007732451	-0.005801267	-0.020828817	-0.006342223	-0.002083558	-0.015034379	-0.013202706	-0.012740156	-0.001430423	-0.001065863	0.000429008	-0.007883986	-0.005236561
-0.002701625	-0.008141908	-0.0119057	-0.001755614	-0.00218989	0.017307938	-0.027429155	-0.015537151	-0.011288196	0.001711145	-0.001163101	-0.00576375	-0.017217251	0.014680114	0.010764105	-0.002429096	-0.003461222	-0.020079244	-0.008257463	-0.00171527	-0.011669014	-0.00839654	-0.012650552	0.000572045	-0.004714929	0.001145166	-0.007746996	-0.005268517
-0.001493951	-0.006451601	-0.012147147	-0.000235172	-0.001715639	0.018679235	-0.025730347	-0.010611792	-0.011338443	0.000705819	-0.002984462	-0.00369106	-0.017529026	0.018835734	0.014701862	-0.001131732	0.000353646	-0.02149483	-0.006479975	-0.000276868	-0.012008735	-0.007379583	-0.010933974	0.002143428	-0.004037251	0.003050212	-0.007223974	-0.006576304
-0.001158173	-0.006353082	-0.007956869	-0.0003563	-0.001679704	0.018304015	-0.029668361	-0.006884421	-0.010068215	0.001478346	-0.003185577	-0.003717142	-0.019000269	0.020267542	0.016534622	-0.009640919	0.003163053	-0.022806161	-0.004890923	-0.000109618	-0.007822305	-0.00356263	-0.005205299	0.000708876	-0.002893654	0.003376216	-0.006390529	-0.005903093
-0.001001803	-0.007951493	-0.010173107	-0.00052279	0.000377036	0.019344887	-0.025753924	-0.001425897	-0.00854795	0.000750959	-0.003322878	-0.003194095	-0.018588642	0.020450267	0.019359622	0.003028544	0.005186682	-0.018341338	-0.006756126	-0.000827226	-0.010005683	-0.005742594	-0.004674344	-0.001796718	-0.002312677	0.005018464	-0.00538753	-0.004739343
-0.001058655	-0.006070352	-0.008027451	-0.001665885	-0.002117476	0.019335822	-0.022299303	0.002719189	-0.007306686	0.000641834	-0.00241601	-0.00326392	-0.019009464	0.019663054	0.019513331	0.000420246	0.007968612	-0.015573073	-0.005651286	-0.002081861	-0.008377611	-0.00812317	-0.001706196	-0.002416493	-0.001632116	0.006484315	-0.004487932	-0.004244553
-0.000499865	-0.005570267	-0.004584129	0.003442896	-0.002501111	0.017748362	-0.022006886	0.007594363	-0.005047498	0.001312229	-0.0030529	-0.002116743	-0.018457211	0.01823518	0.017706702	0.008101178	0.008710295	-0.014244549	-0.005251375	-0.00172932	-0.007886455	-0.004040559	0.000221069	-0.00168097	-0.00274215	0.007405029	-0.003387895	-0.004335995
-0.000276252	-0.002945965	-0.001255991	0.003800616	-0.00042832	0.018388816	-0.013369994	0.008123757	-0.002748057	0.000451126	0.000170101	-0.002137799	-0.01839017	0.017921935	0.015299925	0.013299991	0.008173792	-0.00957252	-0.0017842	-0.001432634	-0.00550497	-0.003219627	-0.000984379	-0.002442854	0.000203769	0.008178917	-0.002042533	-0.003189936
0.000398852	-0.000720512	0.003190751	0.003947087	-0.001722732	0.013225985	0.026828677	0.009903007	0.000583294	0.000935624	-3.84E-05	-0.001320765	-0.014767192	0.018216212	0.013546883	0.013956677	0.010873843	-0.004533377	2.14E-06	-0.003116651	-0.003187211	-0.000711917	-0.00021288	-0.005670677	0.001609987	0.00700088	9.95E-05	-0.002877883
0.001210673	0.000503729	0.006991561	0.00285642	-0.00157199	0.011791886	0.030821668	0.010879944	0.002765206	-0.000660488	0.004909111	0.000170221	-0.009346752	0.018020447	0.013015123	0.007363954	0.008109268	-0.000780517	-0.001521146	-0.002204145	-0.001934396	-0.005659535	0.000175473	-0.002800793	0.002508294	0.006687434	0.001963647	-0.00178401
0.000134496	0.003333172	0.009122186	0.001438833	-0.001946449	0.006962037	0.033427459	0.009252315	0.005061718	-0.000580915	0.006398903	0.000685398	-0.007785737	0.016979942	0.011608779	0.000444006	0.007328716	0.000832671	-0.001344319	-0.00177941	-0.002190493	-0.001673731	-0.001206157	-0.003822759	0.005558898	0.005556254	0.003988377	-0.001277728
0.000747056	0.003998155	0.008235941	-0.000850647	-0.001881975	0.003058831	0.027260277	0.01165285	0.00698709	-0.001130251	0.004027905	0.001338724	-0.005931255	0.010430919	0.007339032	0.002875486	0.007343768	0.001887281	-0.001689073	-0.002349844	-0.001692991	-0.00050509	-0.002080237	-0.002684262	0.00778867	0.005633374	0.005108055	-0.00348895
0.000385847	0.005860155	0.006202088	0.001627138	-0.000906396	-0.001606569	0.0187494	0.010581833	0.007911154	4.72E-05	0.005317906	0.001616354	-0.002811438	0.00473207	0.003487855	0.001739542	0.001163856	-0.000388035	-0.000296971	-0.002563088	-0.0017737	0.001244045	-0.001108534	-0.000764465	0.005306846	0.003367951	0.005283084	-0.003320287
0.001966648	0.006787921	0.006182368	0.00240928	-0.000645223	-0.006231021	0.013572415	0.009159921	0.008725481	-0.002732624	0.00576736	0.00117986	0.001095538	0.000909188	0.000544561	0.006330989	0.00183554	-0.00125716	-0.000791117	-0.002633334	-0.001882322	0.002705136	-0.000313405	-0.00070001	0.003786668	0.00213508	0.005198559	-0.004171935
0.000776994	0.006624865	0.0031493	0.002445142	-0.000928749	-0.008712576	0.009405007	0.008664963	0.008954198	-0.00374224	0.007694925	0.001193442	0.003142572	-0.004368153	-0.001078898	0.005295973	-0.000570753	0.000191874	0.001270677	-0.003131782	0.002188224	-0.001966297	0.002336614	0.001852854	0.002703496	0.001081494	0.004931924	-0.001591446
0.000205178	0.007679537	0.001032388	0.003533421	-0.000849276	-0.010768907	0.012349062	0.006892612	0.008788363	-0.00300546	0.008272094	0.002180811	0.005805891	-0.004802776	-0.002455055	0.005349803	-0.0026789	0.003365291	0.00193117	-0.002083707	0.003826322	0.001482452	0.002367372	0.002470047	0.000843481	0.000830662	0.005060986	-0.000499055
0.001561604	0.007415226	0.003439356	0.010110041	0.001337562	-0.013417087	0.000951334	0.006135675	0.008818558	-0.001585506	0.007228866	0.003153332	0.008412524	-0.006579262	-0.004405198	-0.000134774	-0.001692703	0.003964868	0.002831969	0.000761544	0.005499646	0.006537552	0.005246354	0.004286113	-0.001412763	-0.001378182	0.004979417	-1.90E-05
0.001798951	0.007385354	0.009308865	0.004007013	0.002395855	-0.015801209	-0.001010935	0.005950225	0.008945969	-0.000795	0.006802917	0.00352863	0.009782864	-0.00889973	-0.008411832	-0.000911337	-0.002700493	0.006134208	0.006770685	0.002013038	0.005337824	0.00813678	0.006389655	0.00449048	-0.000462675	-0.003948126	0.005122617	0.001387791
0.000646566	0.00696755	0.007714766	-0.001542301	0.003918493	-0.021174818	0.003265815	0.004831388	0.008117563	-4.27E-05	0.005453415	0.003581552	0.010885462	-0.011176599	-0.013366254	0.001059182	-0.003868117	0.008075539	0.006139148	0.003610695	0.006303355	0.012054928	0.006521988	0.003636006	-0.001715764	-0.005648545	0.004659877	0.002184084
0.001059964	0.00542096	0.006266129	-0.000418253	0.004911493	-0.02176579	0.005139457	0.00282019	0.006993878	0.000888572	0.001111961	0.00358139	0.012969747	-0.017956287	-0.015040495	-0.001697886	-0.004116226	0.006288642	0.006799766	0.005403342	0.007810635	0.007432144	0.009753486	0.004534182	-0.002626837	-0.007705879	0.004122974	0.003868438
